MOF,MOFid,CO2_capacity_001,CO2_capacity_005,CO2_capacity_01,CO2_capacity_05,CO2_capacity_25,node,linkers
hMOF-7001773,Oc1cc(C(=O)[O-])c(cc1C=Cc1c(O)cc(cc1O)C(=O)[O-])O.Oc1cc(ccc1C=Cc1cc(O)c(c(c1O)O)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc2c(O)cc3c4c2c(c1)c(O)cc4c(c(c3O)C(=O)[O-])O.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001773,0.0303857,0.139719,0.246138,1.02201,4.40782,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Oc1cc(C(=O)[O-])c(cc1C=Cc1c(O)cc(cc1O)C(=O)[O-])O', 'Oc1cc(ccc1C=Cc1cc(O)c(c(c1O)O)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc2c(O)cc3c4c2c(c1)c(O)cc4c(c(c3O)C(=O)[O-])O']"
hMOF-7000552,OC(=CC#CC(=O)[O-])C#CC(=O)[O-].Oc1c(C#Cc2ccc(c(c2)O)C(=O)[O-])cc(c(c1O)C(=O)[O-])O.[O-]C(=O)c1ccc(c(c1)O)C#Cc1c(O)cc(cc1O)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7000552,0.0219969,0.110696,0.246081,0.872867,3.37696,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['OC(=CC#CC(=O)[O-])C#CC(=O)[O-]', 'Oc1c(C#Cc2ccc(c(c2)O)C(=O)[O-])cc(c(c1O)C(=O)[O-])O', '[O-]C(=O)c1ccc(c(c1)O)C#Cc1c(O)cc(cc1O)C(=O)[O-]']"
hMOF-7001943,N#Cc1c(C#N)c(ccc1c1c(C#N)cc(cc1C#N)C(=O)[O-])c1ccc(cc1)C(=O)[O-].N#Cc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1ccc(c(c1)C#N)C(=O)[O-])C#N)C#N.N#Cc1cc(cc(c1c1nnc(nn1)c1c(C#N)cc(c(c1C#N)C#N)C(=O)[O-])C#N)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001943,0.0193398,0.126734,0.245426,0.915042,3.34671,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N#Cc1c(C#N)c(ccc1c1c(C#N)cc(cc1C#N)C(=O)[O-])c1ccc(cc1)C(=O)[O-]', 'N#Cc1cc(C(=O)[O-])c(c(c1c1nnc(nn1)c1ccc(c(c1)C#N)C(=O)[O-])C#N)C#N', 'N#Cc1cc(cc(c1c1nnc(nn1)c1c(C#N)cc(c(c1C#N)C#N)C(=O)[O-])C#N)C(=O)[O-]']"
hMOF-1004383,Oc1cc(C(=O)[O-])c(cc1c1c(O)cc(c(c1O)O)c1cc(O)c(c(c1O)O)C(=O)[O-])O.Oc1cc(ccc1c1cc(O)c(c(c1)O)c1ccc(cc1O)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1cc2cc(O)c3c4c2c(c1O)ccc4cc(c3O)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.0245284,0.164653,0.245374,1.07412,4.25653,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Oc1cc(C(=O)[O-])c(cc1c1c(O)cc(c(c1O)O)c1cc(O)c(c(c1O)O)C(=O)[O-])O', 'Oc1cc(ccc1c1cc(O)c(c(c1)O)c1ccc(cc1O)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1cc2cc(O)c3c4c2c(c1O)ccc4cc(c3O)C(=O)[O-]']"
hMOF-1003233,[O-]C(=O)C1=C[C]=C(C=C1Br)c1ccc(c(c1)Br)C(=O)[O-].[O-]C(=O)C1=[C]C(=C(C=[C]1)c1c(Br)cc(c(c1Br)Br)c1ccc(c(c1)Br)C(=O)[O-])Br.[O-]C(=O)C1=[C]C(=C(C=[C]1)c1ccc(cc1Br)c1ccc(c(c1)Br)C(=O)[O-])Br.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.0304205,0.133975,0.244901,0.897223,3.04627,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C1=C[C]=C(C=C1Br)c1ccc(c(c1)Br)C(=O)[O-]', '[O-]C(=O)C1=[C]C(=C(C=[C]1)c1c(Br)cc(c(c1Br)Br)c1ccc(c(c1)Br)C(=O)[O-])Br', '[O-]C(=O)C1=[C]C(=C(C=[C]1)c1ccc(cc1Br)c1ccc(c(c1)Br)C(=O)[O-])Br']"
hMOF-7001701,Oc1cc(C(=O)[O-])c(cc1C=Cc1cc(O)c(c(c1O)O)C(=O)[O-])O.Oc1cc(ccc1N=Nc1c(O)cc(c(c1O)O)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(cc1)N=Nc1ccc(c(c1)O)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001701,0.0176373,0.123024,0.244833,1.00265,3.70203,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Oc1cc(C(=O)[O-])c(cc1C=Cc1cc(O)c(c(c1O)O)C(=O)[O-])O', 'Oc1cc(ccc1N=Nc1c(O)cc(c(c1O)O)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)N=Nc1ccc(c(c1)O)C(=O)[O-]']"
hMOF-1003528,N#Cc1cc(ccc1C#Cc1c(C#N)cc(cc1C#N)C(=O)[O-])C(=O)[O-].N#Cc1cc(ccc1C#Cc1ccc(cc1C#N)C(=O)[O-])C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.0255076,0.103777,0.244827,0.960971,3.66138,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N#Cc1cc(ccc1C#Cc1c(C#N)cc(cc1C#N)C(=O)[O-])C(=O)[O-]', 'N#Cc1cc(ccc1C#Cc1ccc(cc1C#N)C(=O)[O-])C(=O)[O-]']"
hMOF-7002025,Clc1c(N=Nc2ccc(cc2)C(=O)[O-])cc(c(c1Cl)C(=O)[O-])Cl.Clc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])Cl.[O-]C(=O)c1ccc(cc1Cl)N=Nc1ccc(c(c1Cl)Cl)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7002025,0.0315077,0.172985,0.244687,1.259,4.40874,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Clc1c(N=Nc2ccc(cc2)C(=O)[O-])cc(c(c1Cl)C(=O)[O-])Cl', 'Clc1cc(C(=O)[O-])c(cc1c1nnc(nn1)c1ccc(cc1)C(=O)[O-])Cl', '[O-]C(=O)c1ccc(cc1Cl)N=Nc1ccc(c(c1Cl)Cl)C(=O)[O-]']"
hMOF-7001586,[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])O)O)O.[O-]C(=O)C12CC(O)(O)C(C(C1O)(O)O)(C(C2(O)O)O)C(=O)[O-].[O-]C(=O)C12CC(O)C(C(C1O)O)(C(C2O)(O)O)C(=O)[O-].[O-]C(=O)C12CCC(C(C1)(O)O)(CC2O)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7001586,0.0253512,0.13859,0.244535,1.03751,2.80726,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC12C3C4C2(C2(C1C3(C42C#CC(=O)[O-])O)O)O', '[O-]C(=O)C12CC(O)(O)C(C(C1O)(O)O)(C(C2(O)O)O)C(=O)[O-]', '[O-]C(=O)C12CC(O)C(C(C1O)O)(C(C2O)(O)O)C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)(O)O)(CC2O)C(=O)[O-]']"
hMOF-7001942,N#Cc1cc(cc(c1c1ccc(cc1C#N)C(=O)[O-])C#N)c1ccc(c(c1C#N)C#N)C(=O)[O-].N#Cc1cc(ccc1c1ccc(c(c1)C#N)C(=O)[O-])c1ccc(cc1C#N)C(=O)[O-].N#Cc1cc(ccc1c1nnc(nn1)c1c(C#N)cc(cc1C#N)C(=O)[O-])C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001942,0.0233782,0.114312,0.244389,0.846648,3.41322,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N#Cc1cc(cc(c1c1ccc(cc1C#N)C(=O)[O-])C#N)c1ccc(c(c1C#N)C#N)C(=O)[O-]', 'N#Cc1cc(ccc1c1ccc(c(c1)C#N)C(=O)[O-])c1ccc(cc1C#N)C(=O)[O-]', 'N#Cc1cc(ccc1c1nnc(nn1)c1c(C#N)cc(cc1C#N)C(=O)[O-])C(=O)[O-]']"
hMOF-7001442,Clc1cc(C(=O)[O-])c(c(c1N=Nc1ccc(cc1)C(=O)[O-])Cl)Cl.Clc1cc(C(=O)[O-])c(cc1N=Nc1cc(Cl)c(c(c1)Cl)C(=O)[O-])Cl.[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Cl)Cl.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001442,0.0270697,0.121081,0.243972,1.10908,4.40767,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Clc1cc(C(=O)[O-])c(c(c1N=Nc1ccc(cc1)C(=O)[O-])Cl)Cl', 'Clc1cc(C(=O)[O-])c(cc1N=Nc1cc(Cl)c(c(c1)Cl)C(=O)[O-])Cl', '[O-]C(=O)C#CC12C3C4C1C1(C2C3(C41C#CC(=O)[O-])Cl)Cl']"
hMOF-1004532,[O-]C(=O)C1=CC(=C(C=[C]1)c1ccc(cc1Br)C1=C(Br)[C]=C(C(=C1)Br)C(=O)[O-])Br.[O-]C(=O)C1=CC(=c2c(=[C]1)c1cc(Br)c3=C(Br)[C]=C(C=c3c1cc2)C(=O)[O-])Br.[O-]C(=O)C1=[C]C(=C(C(=C1)Br)c1c(Br)cc(c(c1Br)Br)c1ccc(cc1Br)C(=O)[O-])Br.[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.0271454,0.13231,0.243858,0.908967,2.9742,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C1=CC(=C(C=[C]1)c1ccc(cc1Br)C1=C(Br)[C]=C(C(=C1)Br)C(=O)[O-])Br', '[O-]C(=O)C1=CC(=c2c(=[C]1)c1cc(Br)c3=C(Br)[C]=C(C=c3c1cc2)C(=O)[O-])Br', '[O-]C(=O)C1=[C]C(=C(C(=C1)Br)c1c(Br)cc(c(c1Br)Br)c1ccc(cc1Br)C(=O)[O-])Br']"
hMOF-7000544,BrC(=CC#CC(=O)[O-])C#CC(=O)[O-].[O-]C(=O)C1=CC=C(C(=[C]1)Br)C#CC1=C(Br)C=C([C]=C1Br)C(=O)[O-].[O-]C(=O)C1=[C]C=C(C=[C]1)C#Cc1ccc(cc1Br)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7000544,0.0187582,0.113902,0.242842,0.972537,3.51947,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['BrC(=CC#CC(=O)[O-])C#CC(=O)[O-]', '[O-]C(=O)C1=CC=C(C(=[C]1)Br)C#CC1=C(Br)C=C([C]=C1Br)C(=O)[O-]', '[O-]C(=O)C1=[C]C=C(C=[C]1)C#Cc1ccc(cc1Br)C(=O)[O-]']"
hMOF-1003501,Clc1cc(cc(c1C#Cc1cc(Cl)c(c(c1)Cl)C(=O)[O-])Cl)C(=O)[O-].Clc1cc(ccc1C#Cc1ccc(c(c1)Cl)C(=O)[O-])C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.0205619,0.113823,0.242479,0.942116,3.83122,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Clc1cc(cc(c1C#Cc1cc(Cl)c(c(c1)Cl)C(=O)[O-])Cl)C(=O)[O-]', 'Clc1cc(ccc1C#Cc1ccc(c(c1)Cl)C(=O)[O-])C(=O)[O-]']"
hMOF-7000901,Oc1cc(C(=O)[O-])c(cc1c1c(O)cc(c(c1O)O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-])O.[O-]C(=O)C#CC12C(O)CC(C(C1O)(O)O)(CC2(O)O)C#CC(=O)[O-].[O-]C(=O)C1=C[C]=C(C=C1O)c1ccc(cc1O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7000901,0.021875,0.0976195,0.242262,0.976927,3.21774,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Oc1cc(C(=O)[O-])c(cc1c1c(O)cc(c(c1O)O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-])O', '[O-]C(=O)C#CC12C(O)CC(C(C1O)(O)O)(CC2(O)O)C#CC(=O)[O-]', '[O-]C(=O)C1=C[C]=C(C=C1O)c1ccc(cc1O)c1c(O)c(O)c(c(c1O)O)C(=O)[O-]']"
hMOF-1004281,BrC1=[C]c2c(C(=C1Br)C(=O)[O-])ccc1c2cc(C(=O)[O-])c(c1Br)Br.Brc1cc(ccc1c1cc(Br)c(c(c1)Br)C(=O)[O-])c1ccc(c(c1Br)Br)C(=O)[O-].[O-]C(=O)C1=[C]C=C(C(=[C]1)Br)c1cc(Br)c(cc1Br)c1c(Br)cc(cc1Br)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.0201946,0.106557,0.241902,0.919262,3.38785,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['BrC1=[C]c2c(C(=C1Br)C(=O)[O-])ccc1c2cc(C(=O)[O-])c(c1Br)Br', 'Brc1cc(ccc1c1cc(Br)c(c(c1)Br)C(=O)[O-])c1ccc(c(c1Br)Br)C(=O)[O-]', '[O-]C(=O)C1=[C]C=C(C(=[C]1)Br)c1cc(Br)c(cc1Br)c1c(Br)cc(cc1Br)C(=O)[O-]']"
hMOF-7001994,Clc1cc(C(=O)[O-])c(c(c1C#Cc1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])Cl)Cl.[O-]C(=O)c1ccc(cc1)C#Cc1ccc(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1Cl)c1nnc(nn1)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001994,0.0264378,0.112361,0.24175,0.96599,3.77419,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Clc1cc(C(=O)[O-])c(c(c1C#Cc1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-])Cl)Cl', '[O-]C(=O)c1ccc(cc1)C#Cc1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1Cl)c1nnc(nn1)c1c(Cl)cc(c(c1Cl)Cl)C(=O)[O-]']"
hMOF-1003631,Oc1c(N=Nc2ccc(cc2)C(=O)[O-])cc(c(c1O)C(=O)[O-])O.Oc1cc(C(=O)[O-])c(c(c1N=Nc1ccc(cc1)C(=O)[O-])O)O.[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1O)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.0218277,0.106926,0.241727,0.965335,3.94383,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Oc1c(N=Nc2ccc(cc2)C(=O)[O-])cc(c(c1O)C(=O)[O-])O', 'Oc1cc(C(=O)[O-])c(c(c1N=Nc1ccc(cc1)C(=O)[O-])O)O', '[O-]C(=O)c1ccc(cc1)N=Nc1ccc(cc1O)C(=O)[O-]']"
hMOF-7001312,[O-]C(=O)C12C3C4[C]2C2([C]1C3C42C(=O)[O-])Br.[O-]C(=O)C12C3[C]4[C]2[C]2C1C3C42C(=O)[O-].[O-]C(=O)C12CC(Br)(Br)C([CH]C1Br)(C(C2Br)(Br)Br)C(=O)[O-].[O-]C(=O)C12CC(Br)C([C](C1)Br)(C([C]2Br)Br)C(=O)[O-].[O-]C(=O)C12CCC(C(C1)Br)([C]([C]2Br)Br)C(=O)[O-].[O-]C(=O)C12[CH][C](Br)C(C(C1)(Br)Br)(C(C2Br)Br)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.fcu.cat0;7001312,0.114965,0.195283,0.241624,0.387007,0.450147,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C12C3C4[C]2C2([C]1C3C42C(=O)[O-])Br', '[O-]C(=O)C12C3[C]4[C]2[C]2C1C3C42C(=O)[O-]', '[O-]C(=O)C12CC(Br)(Br)C([CH]C1Br)(C(C2Br)(Br)Br)C(=O)[O-]', '[O-]C(=O)C12CC(Br)C([C](C1)Br)(C([C]2Br)Br)C(=O)[O-]', '[O-]C(=O)C12CCC(C(C1)Br)([C]([C]2Br)Br)C(=O)[O-]', '[O-]C(=O)C12[CH][C](Br)C(C(C1)(Br)Br)(C(C2Br)Br)C(=O)[O-]']"
hMOF-1003336,[O-]C(=O)C#CC(=O)[O-].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.0221273,0.1355,0.241478,1.10415,4.46575,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C#CC(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)[O-]']"
hMOF-7001813,OC(=Cc1cc(O)c(c(c1)O)C(=O)[O-])c1cc(O)c(cc1O)C(=O)[O-].Oc1cc(C(=O)[O-])c(cc1C(=C(c1ccc(cc1)C(=O)[O-])O)O)O.[O-]C(=O)C#CC=CC#CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001813,0.0241829,0.124219,0.240828,1.19723,4.40419,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['OC(=Cc1cc(O)c(c(c1)O)C(=O)[O-])c1cc(O)c(cc1O)C(=O)[O-]', 'Oc1cc(C(=O)[O-])c(cc1C(=C(c1ccc(cc1)C(=O)[O-])O)O)O', '[O-]C(=O)C#CC=CC#CC(=O)[O-]']"
hMOF-7001639,[O-]C(=O)C1=CC=C([C]=C1)C=Cc1ccc(c(c1)Cl)C(=O)[O-].[O-]C(=O)c1ccc(c(c1)Cl)c1ccc(cc1Cl)c1cc(Cl)c(cc1Cl)C(=O)[O-].[O-]C(=O)c1ccc(cc1)c1cc(Cl)c(cc1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001639,0.0246234,0.120125,0.240741,1.021,4.7502,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['[O-]C(=O)C1=CC=C([C]=C1)C=Cc1ccc(c(c1)Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)Cl)c1ccc(cc1Cl)c1cc(Cl)c(cc1Cl)C(=O)[O-]', '[O-]C(=O)c1ccc(cc1)c1cc(Cl)c(cc1Cl)c1c(Cl)c(Cl)c(c(c1Cl)Cl)C(=O)[O-]']"
hMOF-1003546,Oc1c(N=Nc2ccc(c(c2)O)C(=O)[O-])cc(c(c1O)C(=O)[O-])O.Oc1cc(ccc1N=Nc1ccc(c(c1)O)C(=O)[O-])C(=O)[O-].[O-]C(=O)c1ccc(c(c1)O)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0,0.025759,0.139863,0.240665,1.32492,4.59974,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Oc1c(N=Nc2ccc(c(c2)O)C(=O)[O-])cc(c(c1O)C(=O)[O-])O', 'Oc1cc(ccc1N=Nc1ccc(c(c1)O)C(=O)[O-])C(=O)[O-]', '[O-]C(=O)c1ccc(c(c1)O)C(=O)[O-]']"
hMOF-7001682,Nc1c(C#Cc2cc(N)c(c(c2)N)C(=O)[O-])ccc(c1N)C(=O)[O-].Nc1cc(C(=O)[O-])c(cc1C=Cc1cc(N)c(c(c1N)N)C(=O)[O-])N.[O-]C(=O)c1ccc(c(c1)N)C#Cc1cc(N)c(cc1N)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7001682,0.0214263,0.119862,0.240349,1.03269,4.26685,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Nc1c(C#Cc2cc(N)c(c(c2)N)C(=O)[O-])ccc(c1N)C(=O)[O-]', 'Nc1cc(C(=O)[O-])c(cc1C=Cc1cc(N)c(c(c1N)N)C(=O)[O-])N', '[O-]C(=O)c1ccc(c(c1)N)C#Cc1cc(N)c(cc1N)C(=O)[O-]']"
hMOF-7000946,N#CC1CC2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(C#N)C#N)C#N)C#N)C#N.N#Cc1c(C#N)c([C]Nc2c(C#N)cc(c(c2C#N)C#N)C(=O)[O-])ccc1C(=O)[O-].N#Cc1cc(N=Nc2ccc(cc2)C(=O)[O-])ccc1C(=O)[O-].N#Cc1cc(cc(c1N=Nc1ccc(cc1)C(=O)[O-])C#N)C(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.hex.cat0;7000946,0.0200351,0.148371,0.240237,0.965057,3.78244,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['N#CC1CC2(C#CC(=O)[O-])C(C(C1(C#CC(=O)[O-])C(C2(C#N)C#N)C#N)C#N)C#N', 'N#Cc1c(C#N)c([C]Nc2c(C#N)cc(c(c2C#N)C#N)C(=O)[O-])ccc1C(=O)[O-]', 'N#Cc1cc(N=Nc2ccc(cc2)C(=O)[O-])ccc1C(=O)[O-]', 'N#Cc1cc(cc(c1N=Nc1ccc(cc1)C(=O)[O-])C#N)C(=O)[O-]']"
hMOF-7000223,Fc1cc(ccc1c1cc(F)c(c(c1)F)C(=O)[O-])c1cc(F)c(cc1F)C(=O)[O-].Fc1cc(ccc1c1cc(F)c(c(c1F)F)C(=O)[O-])c1c(F)cc(c(c1F)F)C(=O)[O-].[O-]C(=O)C#CC#CC#CC(=O)[O-].[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43 MOFid-v1.pcu.cat0;7000223,0.0259026,0.130553,0.240025,1.05695,4.76675,[O]12[Zr]34[O]5[Zr]62[O]2[Zr]71[O]4[Zr]14[O]3[Zr]35[O]6[Zr]2([O]71)[O]43,"['Fc1cc(ccc1c1cc(F)c(c(c1)F)C(=O)[O-])c1cc(F)c(cc1F)C(=O)[O-]', 'Fc1cc(ccc1c1cc(F)c(c(c1F)F)C(=O)[O-])c1c(F)cc(c(c1F)F)C(=O)[O-]', '[O-]C(=O)C#CC#CC#CC(=O)[O-]']"
